Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Count,Latitude,Longitude
NALA,DOG,PIT BULL,BR BRINDLE/WHITE,Female,MED,,K18-027914,DS82,A370218,4/20/2018,4/27/2018,7,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
*NALA,DOG,PIT BULL,BROWN/WHITE,Spayed,MED,1/24/2019,K22-043432,DA01,A414574,12/28/2022,3/21/2023,83,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*SID,DOG,SIBERIAN HUSKY,BROWN/WHITE,Neutered,MED,7/11/2021,K23-043991,DA14,A414473,3/3/2023,3/21/2023,18,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*SEBASTOPOL,COUNTY,94931.0,1,38.32345,-122.70821
*KIT,DOG,AUST KELPIE/PIT BULL,BLACK/WHITE,Spayed,MED,3/13/2019,K23-043802,DA02,A415398,2/7/2023,3/21/2023,42,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*SADIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,2/17/2021,K23-043892,CA02,A415715,2/17/2023,3/21/2023,32,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,1,38.29188,-122.45728
COCO CHANEL,DOG,FRENCH BULLDOG,BLUE MERLE,Female,SMALL,,K22-042113,DA25,A412678,7/31/2022,8/2/2022,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404.0,1,38.43807,-122.71247
SCRAPPY,DOG,FRENCH BULLDOG,BR BRINDLE,Male,SMALL,,K22-042114,DA23,A412679,7/31/2022,8/2/2022,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404.0,1,38.43807,-122.71247
*CHANCE,DOG,TR WALKER HOUND/MIX,BLACK/WHITE,Neutered,MED,4/19/2022,K22-042019,DA05,A412517,7/19/2022,8/25/2022,37,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*CLOWN,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,9/21/2022,K22-042585,LOBBY,A413341,9/13/2022,12/17/2022,95,STRAY,BORN_HERE,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
COCO CHANEL,DOG,FRENCH BULLDOG,BLUE MERLE,Female,SMALL,,K23-043520,TRUCK,A412678,1/6/2023,1/6/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,0,38.43807,-122.71247
*VIXEN,CAT,DOMESTIC MH,CHOCOLATE,Spayed,KITTN,10/6/2022,K22-043388,CI01,A414499,12/21/2022,1/6/2023,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
MILO,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,7/22/2022,K22-043402,LOBBY,A414514,12/22/2022,1/6/2023,15,STRAY,OVER THE COUNTER,ADOPTION,,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
YOGI,DOG,LABRADOR RETR/MIX,YELLOW,Male,MED,12/3/2011,K23-043512,DS74,A275743,1/5/2023,1/6/2023,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
SCRAPPY,DOG,FRENCH BULLDOG,BR BRINDLE,Male,SMALL,,K23-043519,TRUCK,A412679,1/6/2023,1/6/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
*TANGO,DOG,CHIHUAHUA SH,WHITE/BROWN,Neutered,SMALL,7/3/2021,K22-043370,DA02,A414477,12/17/2022,1/7/2023,21,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436.0,1,38.47569,-122.89487
,DOG,POODLE MIN/MIX,WHITE,Female,SMALL,12/30/2020,K22-043474,DS92,A414650,12/30/2022,1/7/2023,8,STRAY,FIELD,TRANSFER,DOGWOOD,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
*AVA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,7/22/2022,K22-043401,LOBBY,A414513,12/22/2022,1/7/2023,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
CITALI,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,4/22/2021,K23-043517,CS05,A414752,1/6/2023,1/7/2023,1,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
SNICKERS,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,5/17/2022,K22-042155,LOBBY,A412729,8/4/2022,8/27/2022,23,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
KORA,DOG,GOLDEN RETR,RED,Female,LARGE,3/17/2020,K23-043534,DS74,A414793,1/7/2023,1/7/2023,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,FB OTHER,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*OISHI,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,11/12/2020,K22-043124,LOBBY,A414136,11/12/2022,1/7/2023,56,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,1,38.54938,-122.81321
,CAT,DOMESTIC LH,BLACK,Female,SMALL,3/1/2021,K23-043977,CS05,A415940,3/1/2023,3/22/2023,21,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
ENZO,DOG,SCHNAUZER MIN/MIX,WHITE,Neutered,MED,3/20/2014,K15-013267,DA32,A318370,3/20/2015,4/1/2015,12,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472.0,1,38.40179,-122.82512
SAMMY,DOG,POODLE MIN,TAN,Neutered,SMALL,7/17/2013,K14-009840,DA38,A309143,7/17/2014,8/1/2014,15,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472.0,1,38.40179,-122.82512
*PERSIMMON,CAT,DOMESTIC SH,FLAME PT,Male,KITTN,2/24/2023,K23-043931,CA03,A415866,2/24/2023,3/22/2023,26,BORN HERE,MOM OS,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,BRN TABBY,Male,SMALL,1/27/2021,K23-043711,CS05,A415204,1/27/2023,3/22/2023,54,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*JULIETTE,CAT,DOMESTIC SH,SLVR TABBY,Female,SMALL,3/9/2019,K23-044053,CA03,A416094,3/9/2023,3/22/2023,13,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
* ROBIN,CAT,DOMESTIC SH,GRAY,Female,SMALL,,K23-043918,CS05,A415797,2/22/2023,3/22/2023,28,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,AGOUTI,Unknown,SMALL,3/15/2023,K23-044121,CA03,A416262,3/15/2023,3/22/2023,7,BORN HERE,MOM STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,AGOUTI,Unknown,SMALL,3/15/2023,K23-044122,CA03,A416263,3/15/2023,3/22/2023,7,BORN HERE,MOM STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
PEACH,CAT,DOMESTIC SH,CALICO,Female,SMALL,4/10/2022,K23-043825,CA03,A415492,2/10/2023,3/22/2023,40,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
KILLIAN,CAT,DOMESTIC SH,BUFF,Neutered,SMALL,7/10/2017,K18-028155,CA02,A369216,5/5/2018,5/8/2018,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405.0,1,38.44473,-122.68655
SPOT,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,1/17/2022,K23-044038,CA02,A414511,3/7/2023,3/22/2023,15,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401.0,1,38.45663,-122.72292
*BOOTSIE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,2/24/2023,K23-043933,CA03,A415868,2/24/2023,3/22/2023,26,BORN HERE,MOM OS,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
PELUSA,DOG,POODLE MIN/MIX,WHITE,Spayed,SMALL,9/27/2012,K20-036151,DS89,A328591,7/7/2020,7/7/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
,CAT,DOMESTIC SH,GRAY TABBY,Female,SMALL,9/14/2021,K23-044080,CS05,A416150,3/14/2023,3/22/2023,8,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,AGOUTI,Unknown,SMALL,3/15/2023,K23-044118,CA03,A416261,3/15/2023,3/22/2023,7,BORN HERE,MOM STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*ALVIE,CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,2/24/2023,K23-043932,CA03,A415867,2/24/2023,3/22/2023,26,BORN HERE,MOM OS,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,AGOUTI,Unknown,SMALL,3/15/2023,K23-044119,CA03,A416260,3/15/2023,3/22/2023,7,BORN HERE,MOM STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*STELLA,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,,K23-043915,CA03,A415794,2/22/2023,3/22/2023,28,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,WHITE/BROWN,Female,SMALL,9/7/2022,K23-044028,CS05,A416024,3/7/2023,3/22/2023,15,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
*LLOYD,CAT,DOMESTIC SH,BLACK,Male,SMALL,,K23-043996,CS05,A415984,3/3/2023,3/22/2023,19,CONFISCATE,FLD_CORONR,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,AGOUTI,Unknown,SMALL,3/15/2023,K23-044120,CA03,A416259,3/15/2023,3/22/2023,7,BORN HERE,MOM STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
SHADOW,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,10/1/2008,K22-042814,CA02,A413683,10/14/2022,1/10/2023,88,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952.0,1,38.23262,-122.64426
DIOR,DOG,SIBERIAN HUSKY,WHITE/GRAY,Male,MED,11/20/2020,K23-043548,DS92,A414817,1/10/2023,1/10/2023,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95441.0,1,38.70646,-122.90408
NEWTON,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,1/10/2019,K23-043552,TRUCK,A414823,1/10/2023,1/10/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,94972.0,1,38.31819,-122.92511
ESME,DOG,LABRADOR RETR/MIX,BLACK,Female,MED,,K23-043547,DS74,A414812,1/10/2023,1/10/2023,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,BLACK,Male,SMALL,10/11/2016,K17-025681,CA03,A362476,10/11/2017,10/15/2017,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
,DOG,POMERANIAN,TAN,Female,SMALL,,K23-044062,DQ118,A416112,3/11/2023,3/23/2023,12,STRAY,FIELD,TRANSFER,DOGWOOD,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*BUTTERBALL,DOG,POMERANIAN/MIX,TAN,Male,SMALL,,K23-044064,DS86,A416117,3/11/2023,3/23/2023,12,STRAY,FIELD,TRANSFER,DOGWOOD,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
*MALCOLM,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,,K22-043221,CA02,A414270,11/29/2022,3/23/2023,114,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448.0,1,38.61064,-122.86883
MIA,DOG,YORKSHIRE TERR,BROWN/GRAY,Spayed,TOY,6/19/2013,K22-043312,DA38,A302541,12/9/2022,1/11/2023,33,QUARANTINE,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,95451.0,1,38.97695,-122.83391
LUCAS,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,8/12/2020,K21-038320,DA04,A403885,4/21/2021,5/29/2021,38,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952.0,1,38.23262,-122.64426
SNOWY,DOG,GERM SHEPHERD/GREAT PYRENEES,WHITE,Female,LARGE,11/11/2021,K23-044089,DS67,A416189,3/15/2023,3/23/2023,8,STRAY,FIELD,RTOS,SOVER THE COUNTER,HEALTHY,HEALTHY,COUNTY,COUNTY,95425.0,1,38.8063,-123.01785
*SPROCKET,DOG,SCHNAUZER STAND/MIX,GRAY/WHITE,Neutered,MED,9/16/2021,K23-044034,DA04,A416031,3/7/2023,3/23/2023,16,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,1,38.46417,-122.67071
JACKA,DOG,PIT BULL/MIX,BLACK,Male,MED,3/22/2016,K23-044158,DS63,A416320,3/22/2023,,0,STRAY,OVER THE COUNTER,,,UNKNOWN,,SANTA ROSA,OUT OF COUNTY,94589.0,1,38.12921,-122.23792
DAISY,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,MED,7/18/2012,K18-028886,DA04,A374392,7/2/2018,4/26/2019,298,STRAY,VET_HOSP,ADOPTION,FB SCAS,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
JAEGER,DOG,PIT BULL,BLACK/WHITE,Male,MED,,K23-044162,TRUCK,A416327,3/23/2023,3/23/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
TIGER,CAT,DOMESTIC SH,GRAY TABBY,Male,SMALL,5/26/2017,K17-025761,CS05,A362546,10/12/2017,11/4/2017,23,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,1,38.51311,-122.75502
MOCHI,CAT,DOMESTIC LH,GRAY/WHITE,Male,MED,,K23-044115,VET,A410395,3/17/2023,3/20/2023,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,MEDICAL,UNTREATABLE,DEAD,SANTA ROSA,SANTA ROSA,95404.0,1,38.43807,-122.71247
JACK,DOG,DOBERMAN PINSCH,BROWN,Neutered,MED,6/11/2016,K18-030753,DA12,A381266,11/29/2018,12/15/2018,16,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403.0,1,38.51311,-122.75502
HASHI,DOG,GERM SHEPHERD/GREAT PYRENEES,WHITE,Male,LARGE,7/4/2022,K23-044088,DS68,A416191,3/15/2023,3/23/2023,8,STRAY,FIELD,RTOS,SOVER THE COUNTER,HEALTHY,HEALTHY,COUNTY,COUNTY,95425.0,1,38.8063,-123.01785
HASHI,DOG,GERM SHEPHERD/GREAT PYRENEES,WHITE,Male,LARGE,7/4/2022,K23-044165,DS68,A416191,3/23/2023,,0,OWNER SURRENDER,OVER THE COUNTER,,,HEALTHY,,COUNTY,COUNTY,95425.0,1,38.8063,-123.01785
LEMMY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,4/27/2019,K19-032767,LOBBY,A389068,6/27/2019,7/9/2019,12,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448.0,1,38.61064,-122.86883
CAT,DOG,CATAHOULA/MIX,BRN MERLE/BLACK,Spayed,LARGE,9/13/2009,K23-043565,TRUCK,A360813,1/11/2023,1/11/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,94951.0,1,38.29715,-122.66645
*CANDY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,8/30/2021,K22-042214,CA02,A412812,8/11/2022,9/28/2022,48,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448.0,1,38.61064,-122.86883
ANGUS,DOG,AUST SHEPHERD/MIX,TRICOLOR,Male,MED,1/11/2013,K23-043566,DA26,A414849,1/11/2023,1/11/2023,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,3/15/2023,K23-044155,CS06,A416310,3/22/2023,3/24/2023,2,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
MAGGIE,DOG,POINTER,BROWN/WHITE,Female,PUPPY,9/23/2022,K23-044159,TX,A416322,3/23/2023,3/24/2023,1,STRAY,FIELD,RTOS,SOVER THE COUNTER,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
TYGA,DOG,PIT BULL,BR BRINDLE,Spayed,MED,3/24/2012,K16-018164,DS77,A394625,3/22/2016,3/23/2016,1,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
FETCH,CAT,DOMESTIC SH,BLACK,Neutered,MED,2/16/2022,K23-043879,CA02,A415648,2/16/2023,3/24/2023,36,OWNER SURRENDER,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,3/15/2023,K23-044153,CS06,A416308,3/22/2023,3/24/2023,2,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
DESI LU,DOG,YORKSHIRE TERR,BROWN/BLACK,Spayed,SMALL,3/24/2013,K23-044166,DS53,A416335,3/23/2023,3/24/2023,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,FB OTHER,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405.0,1,38.44473,-122.68655
DIPPER,DOG,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,1/1/2011,K23-044176,DS85,A416347,3/24/2023,3/24/2023,0,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
MUFASA,CAT,DOMESTIC MH,ORG TABBY,Neutered,MED,6/20/2021,K22-043184,LOBBY,A414223,11/22/2022,12/29/2022,37,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,*WINDSOR,95492.0,1,38.54938,-122.81321
BANDIT,CAT,DOMESTIC MH,BRN TABBY/WHITE,Neutered,SMALL,1/19/2021,K23-043949,CA02,A415065,2/28/2023,3/24/2023,24,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
CANELO,DOG,FRENCH BULLDOG,TAN,Male,SMALL,5/19/2022,K23-044173,DS96,A416345,3/24/2023,3/24/2023,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,COUNTY,COUNTY,94952.0,1,38.23262,-122.64426
,DOG,YORKSHIRE TERR/MIX,WHITE,Female,TOY,12/27/2020,K22-043415,DS49,A414546,12/27/2022,1/12/2023,16,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
*CASHEW,DOG,CHIHUAHUA SH/MIX,TAN,Neutered,SMALL,12/2/2020,K22-043269,DA46,A414318,12/2/2022,1/12/2023,41,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
*RADISH,DOG,CHIHUAHUA SH,TAN,Male,SMALL,12/27/2012,K22-043158,DS93,A414196,11/17/2022,1/12/2023,56,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,1,38.41483,-122.72707
JAX,DOG,PIT BULL/MIX,AGOUTI,Unknown,MED,1/10/2017,K23-043562,COOLER,A414814,1/10/2023,1/12/2023,2,QUARANTINE,FIELD,DISPOSAL,FRA,UNKNOWN,DEAD,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
*CHESS,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,2/7/2020,K23-043806,CA02,A415402,2/7/2023,3/24/2023,45,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,3/15/2023,K23-044152,CS06,A416307,3/22/2023,3/24/2023,2,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
BUSTER,DOG,PIT BULL/MIX,RED/BLACK,Male,MED,7/25/2016,K23-044170,DS82,A416339,3/23/2023,3/24/2023,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,95472.0,1,38.40179,-122.82512
SASHA,DOG,DACHSHUND LH,RED,Neutered,TOY,7/13/2012,K23-043559,DA19,A299415,1/10/2023,1/12/2023,2,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,*SEBASTOPOL,95472.0,1,38.40179,-122.82512
LUNA,DOG,SIBERIAN HUSKY,BROWN/WHITE,Female,MED,,K20-036649,TRUCK,A400284,9/5/2020,9/5/2020,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,3/15/2023,K23-044154,CS06,A416309,3/22/2023,3/24/2023,2,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
BELLA,DOG,PIT BULL,RED/WHITE,Female,LARGE,7/6/2020,K23-043554,DQ114,A413052,1/10/2023,,0,QUARANTINE,FIELD,,,UNKNOWN,,SANTA ROSA,SANTA ROSA,95401.0,1,38.45663,-122.72292
LUNA,DOG,SIBERIAN HUSKY,BROWN/WHITE,Female,MED,,K21-037903,DI099,A400284,2/13/2021,2/26/2021,13,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407.0,1,38.41483,-122.72707
,CAT,DOMESTIC MH,BLACK/WHITE,Female,SMALL,,K23-044151,CS06,A416306,3/22/2023,3/24/2023,2,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,1,38.51311,-122.75502
ROSIE,DOG,DACHSHUND LH,BROWN/RED,Spayed,TOY,7/13/2012,K23-043560,DA19,A299416,1/10/2023,1/12/2023,2,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,*SEBASTOPOL,95472.0,1,38.40179,-122.82512
